timestamp,mq7,mq8,mq135,temperature,humidity
1677081592,4095.0,908.0,1488.0,26.7,35.0
1677081613,4095.0,902.0,1473.0,26.7,35.0
1677081637,4095.0,903.0,1487.0,27.0,35.0
1677081657,4095.0,900.0,1489.0,27.1,35.0
1677081677,4095.0,897.0,1494.0,27.1,35.0
1677081698,4095.0,899.0,1505.0,27.1,35.0
1677081718,4095.0,905.0,1526.0,27.1,35.0
1677081738,4095.0,896.0,1499.0,26.7,35.0
1677081759,4095.0,900.0,1517.0,26.7,35.0
1677081779,4095.0,895.0,1522.0,26.7,35.0
1677081800,4095.0,896.0,1511.0,26.7,35.0
1677081825,4095.0,897.0,1522.0,26.7,35.0
1677081845,4095.0,843.0,1415.0,26.7,35.0
1677081865,4095.0,905.0,1519.0,26.7,35.0
1677081885,4095.0,897.0,1501.0,26.7,35.0
1677081907,4095.0,919.0,1549.0,26.7,35.0
1677081928,4095.0,896.0,1500.0,26.7,35.0
1677081948,4095.0,900.0,1509.0,26.7,35.0
1677081968,4095.0,848.0,1520.0,26.7,35.0
1677081989,4095.0,891.0,1523.0,26.7,35.0
1677082011,4095.0,897.0,1519.0,26.7,34.0
1677082031,4095.0,842.0,1406.0,26.7,34.0
1677082051,4095.0,898.0,1488.0,26.7,34.0
1677082071,4095.0,897.0,1508.0,26.7,34.0
1677082092,4095.0,902.0,1482.0,26.7,34.0
1677082113,4095.0,899.0,1515.0,26.7,34.0
1677082134,4095.0,896.0,1497.0,26.7,34.0
1677082154,4095.0,891.0,1495.0,26.3,34.0
1677082174,4095.0,895.0,1493.0,26.2,34.0
1677082196,4095.0,901.0,1495.0,26.2,34.0
1677082217,4095.0,899.0,1490.0,26.2,34.0
1677082237,4095.0,914.0,1515.0,26.2,34.0
1677082259,4095.0,894.0,1485.0,26.2,34.0
1677082279,4095.0,835.0,1398.0,26.2,34.0
1677082299,4095.0,890.0,1494.0,26.2,34.0
1677082320,4095.0,886.0,1506.0,26.2,34.0
1677082341,4095.0,891.0,1486.0,26.2,34.0
1677082363,4095.0,894.0,1481.0,26.2,34.0
1677082385,4095.0,894.0,1471.0,26.2,34.0
1677082406,4095.0,901.0,1482.0,26.2,34.0
1677082427,4095.0,894.0,1474.0,26.2,34.0
1677082448,4095.0,891.0,1475.0,26.2,34.0
1677082468,4095.0,827.0,1465.0,26.2,34.0
1677082488,4095.0,895.0,1488.0,26.2,34.0
1677082510,4095.0,911.0,1518.0,26.2,34.0
1677082530,4095.0,893.0,1488.0,26.2,34.0
1677082551,4095.0,896.0,1481.0,26.2,34.0
1677082572,4095.0,883.0,1486.0,26.2,34.0
1677082593,4095.0,829.0,1475.0,26.2,34.0
1677082613,4095.0,903.0,1483.0,26.2,34.0
1677082633,4095.0,833.0,1394.0,26.2,34.0
1677082655,4095.0,897.0,1489.0,26.2,34.0
1677082677,4095.0,908.0,1489.0,26.2,34.0
1677082697,4095.0,896.0,1454.0,26.2,34.0
1677082718,4095.0,832.0,1375.0,26.2,34.0
1677082739,4095.0,915.0,1492.0,26.2,34.0
1677082761,4095.0,899.0,1469.0,26.2,34.0
1677082781,4095.0,897.0,1464.0,25.8,34.0
1677082802,4095.0,897.0,1471.0,25.8,34.0
1677082822,4095.0,897.0,1455.0,25.8,34.0
1677082842,4095.0,845.0,1385.0,25.8,34.0
1677082863,4095.0,894.0,1466.0,25.8,34.0
1677082883,4095.0,833.0,1391.0,25.8,34.0
1677082903,4095.0,889.0,1462.0,26.2,34.0
1677082923,4095.0,894.0,1452.0,26.2,34.0
1677082948,4095.0,894.0,1459.0,26.2,34.0
1677082968,4095.0,903.0,1456.0,26.2,34.0
1677082989,4095.0,898.0,1456.0,26.2,34.0
1677083009,4095.0,891.0,1471.0,26.2,34.0
1677083029,4095.0,891.0,1454.0,26.2,34.0
1677083052,4095.0,919.0,1473.0,26.2,34.0
1677083072,4095.0,902.0,1476.0,26.2,34.0
1677083092,4095.0,912.0,1480.0,26.2,34.0
1677083113,4095.0,896.0,1450.0,26.2,34.0
1677083137,4095.0,897.0,1446.0,26.2,34.0
1677083158,4095.0,892.0,1445.0,26.2,34.0
1677083180,4095.0,893.0,1434.0,26.2,34.0
1677083201,4095.0,832.0,1345.0,26.2,33.0
1677083222,4095.0,893.0,1427.0,26.2,34.0
1677083243,4095.0,890.0,1418.0,26.2,33.0
1677083263,4095.0,891.0,1434.0,26.2,33.0
1677083283,4095.0,897.0,1427.0,26.2,33.0
1677083304,4095.0,895.0,1421.0,26.2,33.0
1677083326,4095.0,912.0,1443.0,26.2,33.0
1677083346,4095.0,887.0,1424.0,26.2,33.0
1677083368,4095.0,900.0,1419.0,26.2,33.0
1677083388,4095.0,894.0,1426.0,26.2,33.0
1677083409,4095.0,896.0,1449.0,26.2,33.0
1677083429,4095.0,891.0,1434.0,26.2,34.0
1677083449,4095.0,898.0,1433.0,26.2,33.0
1677083469,4095.0,891.0,1437.0,26.2,33.0
1677083491,4095.0,912.0,1455.0,26.2,33.0
1677083515,4095.0,896.0,1430.0,26.2,33.0
1677083535,4095.0,912.0,1462.0,26.7,33.0
1677083556,4095.0,895.0,1442.0,26.7,33.0
1677083576,4095.0,891.0,1440.0,26.7,33.0
1677083596,4095.0,895.0,1442.0,26.7,33.0
1677083617,4095.0,892.0,1445.0,26.7,33.0
1677083637,4095.0,896.0,1455.0,26.7,33.0
1677083657,4095.0,895.0,1458.0,26.2,33.0
1677083677,4095.0,896.0,1461.0,26.2,33.0
1677083699,4095.0,898.0,1462.0,26.2,33.0
1677083720,4095.0,832.0,1390.0,26.2,33.0
1677083741,4095.0,911.0,1490.0,26.2,33.0
1677083761,4095.0,912.0,1478.0,26.2,33.0
1677083785,4095.0,901.0,1456.0,26.2,33.0
1677083801,4095.0,906.0,1472.0,26.2,33.0
1677083821,4095.0,912.0,1470.0,26.2,33.0
1677083842,4095.0,896.0,1478.0,26.2,33.0
1677083862,4095.0,912.0,1479.0,26.2,33.0
1677083883,4095.0,890.0,1451.0,26.2,33.0
1677083903,4095.0,835.0,1353.0,26.2,33.0
1677083923,4095.0,896.0,1457.0,26.2,33.0
1677083944,4095.0,831.0,1439.0,25.8,33.0
1677083964,4095.0,894.0,1429.0,25.8,33.0
1677083984,4095.0,901.0,1438.0,25.8,33.0
1677084006,4095.0,901.0,1433.0,25.8,33.0
1677084026,4095.0,897.0,1435.0,25.8,33.0
1677084047,4095.0,899.0,1423.0,26.2,33.0
1677084069,4095.0,887.0,1423.0,26.2,33.0
1677084089,4095.0,896.0,1434.0,26.2,33.0
1677084109,4095.0,919.0,1447.0,25.8,33.0
1677084129,4095.0,912.0,1503.0,25.8,33.0
1677084150,4095.0,916.0,1441.0,25.8,33.0
1677084170,4095.0,898.0,1411.0,25.8,33.0
1677084192,4095.0,890.0,1424.0,25.8,33.0
1677084212,4095.0,895.0,1415.0,25.8,33.0
1677084233,4095.0,899.0,1424.0,25.8,33.0
1677084253,4095.0,895.0,1456.0,25.8,33.0
1677084273,4095.0,902.0,1442.0,25.8,33.0
1677084293,4095.0,850.0,1430.0,25.8,33.0
1677084314,4095.0,897.0,1427.0,25.8,33.0
1677084334,4095.0,897.0,1424.0,25.8,33.0
1677084354,4095.0,899.0,1424.0,25.8,33.0
1677084376,4095.0,896.0,1406.0,25.8,33.0
1677084397,4095.0,903.0,1402.0,25.8,33.0
1677084417,4095.0,898.0,1408.0,25.8,33.0
1677084437,4095.0,906.0,1406.0,26.2,33.0
1677084458,4095.0,908.0,1401.0,26.2,33.0
1677084478,4095.0,847.0,1392.0,26.2,33.0
1677084498,4095.0,919.0,1439.0,26.2,33.0
1677084519,4095.0,908.0,1397.0,26.2,33.0
1677084539,4095.0,902.0,1408.0,26.2,33.0
1677084563,4095.0,901.0,1401.0,26.2,33.0
1677084583,4095.0,882.0,1405.0,26.2,33.0
1677084604,4095.0,902.0,1411.0,26.2,33.0
1677084624,4095.0,840.0,1328.0,26.2,33.0
1677084644,4095.0,901.0,1408.0,26.2,33.0
1677084664,4095.0,896.0,1328.0,26.2,33.0
1677084685,4095.0,906.0,1403.0,26.2,33.0
1677084705,4095.0,903.0,1403.0,26.2,33.0
1677084725,4095.0,841.0,1328.0,26.2,33.0
1677084748,4095.0,919.0,1424.0,26.2,33.0
1677084770,4095.0,851.0,1328.0,26.2,33.0
1677084790,4095.0,912.0,1408.0,26.2,33.0
1677084810,4095.0,848.0,1329.0,26.2,33.0
1677084831,4095.0,909.0,1419.0,26.2,33.0
1677084851,4095.0,902.0,1410.0,26.2,33.0
1677084871,4095.0,911.0,1408.0,26.2,33.0
1677084892,4095.0,841.0,1329.0,26.2,33.0
1677084912,4095.0,907.0,1423.0,26.2,33.0
1677084934,4095.0,905.0,1416.0,26.2,33.0
1677084954,4095.0,833.0,1338.0,26.2,33.0
1677084974,4095.0,910.0,1408.0,26.2,33.0
1677084995,4095.0,840.0,1321.0,26.2,33.0
1677085015,4095.0,903.0,1421.0,26.2,33.0
1677085035,4095.0,903.0,1425.0,26.2,33.0
1677085055,4095.0,900.0,1426.0,26.2,33.0
1677085076,4095.0,903.0,1424.0,26.2,33.0
1677085097,4095.0,913.0,1445.0,26.2,33.0
1677085119,4095.0,907.0,1421.0,26.2,33.0
1677085140,4095.0,911.0,1418.0,26.2,33.0
1677085160,4095.0,907.0,1408.0,26.2,33.0
1677085180,4095.0,896.0,1418.0,26.2,33.0
1677085200,4095.0,847.0,1328.0,26.2,33.0
1677085221,4095.0,896.0,1429.0,26.2,33.0
1677085241,4095.0,898.0,1435.0,26.2,33.0
1677085261,4095.0,907.0,1424.0,26.2,33.0
1677085283,4095.0,912.0,1435.0,26.2,33.0
1677085305,4095.0,911.0,1437.0,26.2,33.0
1677085328,4095.0,899.0,1426.0,26.2,33.0
1677085348,4095.0,910.0,1424.0,26.2,33.0
1677085369,4095.0,906.0,1440.0,26.2,33.0
1677085389,4095.0,907.0,1443.0,26.2,33.0
1677085411,4095.0,855.0,1377.0,26.2,33.0
1677085432,4095.0,915.0,1476.0,26.2,33.0
1677085454,4095.0,914.0,1475.0,26.2,33.0
1677085474,4095.0,919.0,1472.0,26.2,33.0
1677085496,4095.0,919.0,1488.0,26.2,33.0
1677085516,4095.0,859.0,1367.0,26.2,33.0
1677085536,4095.0,915.0,1446.0,25.8,33.0
1677085557,4095.0,912.0,1424.0,25.8,33.0
1677085577,4095.0,915.0,1441.0,26.2,33.0
1677085600,4095.0,919.0,1461.0,26.2,33.0
1677085620,4095.0,919.0,1445.0,26.2,33.0
1677085640,4095.0,863.0,1470.0,26.2,33.0
1677085662,4095.0,913.0,1474.0,26.2,33.0
1677085683,4095.0,912.0,1461.0,26.2,33.0
1677085704,4095.0,913.0,1469.0,26.2,33.0
1677085724,4095.0,919.0,1462.0,26.2,33.0
1677085744,4095.0,915.0,1443.0,26.2,33.0
1677085764,4095.0,912.0,1441.0,26.2,33.0
1677085785,4095.0,908.0,1402.0,25.8,33.0
1677085805,4095.0,913.0,1393.0,25.8,33.0
1677085825,4095.0,912.0,1432.0,25.8,33.0
1677085846,4095.0,910.0,1445.0,25.8,33.0
1677085867,4095.0,911.0,1445.0,25.8,33.0
1677085888,4095.0,859.0,1431.0,25.8,33.0
1677085908,4095.0,906.0,1452.0,25.8,33.0
1677085928,4095.0,919.0,1454.0,25.8,33.0
1677085949,4095.0,914.0,1463.0,25.8,33.0
1677085969,4095.0,850.0,1385.0,25.8,33.0
1677085989,4095.0,914.0,1455.0,25.8,33.0
1677086009,4095.0,923.0,1451.0,25.8,33.0
1677086030,4095.0,912.0,1434.0,25.8,33.0
1677086051,4095.0,913.0,1456.0,25.8,33.0
1677086072,4095.0,915.0,1414.0,25.8,33.0
1677086092,4095.0,917.0,1419.0,25.8,33.0
1677086112,4095.0,935.0,1470.0,25.8,33.0
1677086133,4095.0,935.0,1468.0,25.8,33.0
1677086153,4095.0,912.0,1470.0,25.8,33.0
1677086173,4095.0,909.0,1451.0,25.8,33.0
1677086194,4095.0,912.0,1461.0,25.8,33.0
1677086214,4095.0,912.0,1453.0,25.8,33.0
1677086236,4095.0,913.0,1440.0,25.8,33.0
1677086256,4095.0,913.0,1454.0,25.7,33.0
1677086276,4095.0,912.0,1411.0,25.3,33.0
1677086299,4095.0,912.0,1441.0,25.3,33.0
1677086319,4095.0,917.0,1402.0,25.8,33.0
1677086339,4095.0,931.0,1453.0,25.8,33.0
1677086360,4095.0,912.0,1429.0,25.8,33.0
1677086380,4095.0,913.0,1440.0,25.8,33.0
1677086400,4095.0,913.0,1407.0,25.8,33.0
1677086422,4095.0,914.0,1397.0,25.8,33.0
1677086443,4095.0,860.0,1437.0,25.8,34.0
1677086463,4095.0,893.0,1416.0,25.8,34.0
1677086483,4095.0,842.0,1347.0,25.8,34.0
1677086503,4095.0,911.0,1417.0,25.8,34.0
1677086524,4095.0,903.0,1424.0,25.8,34.0
1677086544,4095.0,907.0,1430.0,25.8,34.0
1677086564,4095.0,897.0,1445.0,25.8,34.0
1677086586,4095.0,923.0,1456.0,25.8,34.0
1677086608,4095.0,909.0,1428.0,25.8,34.0
1677086628,4095.0,902.0,1407.0,25.8,33.0
1677086648,4095.0,908.0,1429.0,25.8,33.0
1677086669,4095.0,901.0,1458.0,25.8,34.0
1677086689,4095.0,905.0,1425.0,25.8,34.0
1677086709,4095.0,907.0,1453.0,25.8,34.0
1677086729,4095.0,897.0,1437.0,25.3,34.0
1677086750,4095.0,903.0,1440.0,25.3,34.0
1677086770,4095.0,891.0,1427.0,25.3,34.0
1677086792,4095.0,893.0,1429.0,25.3,34.0
1677086812,4095.0,894.0,1457.0,25.3,34.0
1677086833,4095.0,838.0,1345.0,25.3,34.0
1677086853,4095.0,893.0,1451.0,25.3,34.0
1677086873,4095.0,843.0,1328.0,25.3,34.0
1677086893,4095.0,891.0,1408.0,25.3,34.0
1677086914,4095.0,894.0,1411.0,25.3,34.0
1677086934,4095.0,887.0,1406.0,25.3,34.0
1677086954,4095.0,893.0,1426.0,25.3,34.0
1677086976,4095.0,896.0,1423.0,25.3,34.0
1677086996,4095.0,890.0,1410.0,25.3,34.0
1677087017,4095.0,899.0,1402.0,25.3,34.0
1677087037,4095.0,894.0,1424.0,25.3,34.0
1677087057,4095.0,900.0,1402.0,25.3,34.0
1677087077,4095.0,896.0,1429.0,25.3,34.0
1677087102,4095.0,893.0,1395.0,25.3,34.0
1677087117,4095.0,897.0,1440.0,25.3,34.0
1677087137,4095.0,890.0,1401.0,24.8,34.0
1677087157,4095.0,899.0,1424.0,24.8,34.0
1677087178,4095.0,901.0,1433.0,24.8,34.0
1677087198,4095.0,896.0,1411.0,24.8,34.0
1677087218,4095.0,885.0,1323.0,24.8,34.0
1677087241,4095.0,896.0,1424.0,24.8,34.0
1677087261,4095.0,835.0,1323.0,24.8,34.0
1677087281,4095.0,899.0,1402.0,24.8,34.0
1677087302,4095.0,895.0,1393.0,24.8,34.0
1677087326,4095.0,896.0,1397.0,24.8,34.0
1677087346,4095.0,895.0,1411.0,24.8,34.0
1677087366,4095.0,895.0,1443.0,24.8,34.0
1677087386,4095.0,899.0,1426.0,24.8,34.0
1677087407,4095.0,901.0,1417.0,24.8,34.0
1677087427,4095.0,851.0,1431.0,24.8,34.0
1677087450,4095.0,894.0,1406.0,24.8,34.0
1677087471,4095.0,897.0,1438.0,24.8,34.0
1677087492,4095.0,881.0,1423.0,24.8,34.0
1677087513,4095.0,898.0,1445.0,24.8,34.0
1677087534,4095.0,901.0,1418.0,24.8,34.0
1677087554,4095.0,898.0,1434.0,24.8,34.0
1677087574,4095.0,903.0,1424.0,24.8,34.0
1677087595,4095.0,897.0,1429.0,24.8,34.0
1677087615,4095.0,893.0,1472.0,24.8,34.0
1677087637,4095.0,895.0,1439.0,24.8,34.0
1677087658,4095.0,903.0,1444.0,24.8,34.0
1677087678,4095.0,894.0,1437.0,24.8,34.0
1677087700,4095.0,896.0,1427.0,24.8,34.0
1677087721,4095.0,837.0,1345.0,24.8,34.0
1677087741,4095.0,889.0,1442.0,24.8,34.0
1677087762,4095.0,898.0,1447.0,24.8,34.0
1677087782,4095.0,902.0,1443.0,24.9,34.0
1677087802,4095.0,899.0,1451.0,25.3,34.0
1677087823,4095.0,887.0,1381.0,25.3,34.0
1677087843,4095.0,893.0,1457.0,25.3,34.0
1677087863,4095.0,832.0,1445.0,25.3,34.0
1677087885,4095.0,896.0,1450.0,25.3,34.0
1677087905,4095.0,899.0,1451.0,25.3,34.0
1677087926,4095.0,895.0,1489.0,25.3,34.0
1677087946,4095.0,891.0,1474.0,25.3,34.0
1677087968,4095.0,853.0,1393.0,25.3,34.0
1677087989,4095.0,909.0,1456.0,25.3,34.0
1677088011,4095.0,912.0,1440.0,25.3,34.0
1677088031,4095.0,917.0,1456.0,25.3,34.0
1677088072,4095.0,915.0,1459.0,25.3,33.0
1677088093,4095.0,915.0,1439.0,25.3,33.0
1677088114,4095.0,911.0,1456.0,25.3,33.0
1677088134,4095.0,907.0,1447.0,25.3,33.0
1677088154,4095.0,843.0,1317.0,25.3,33.0
1677088175,4095.0,930.0,1511.0,25.3,33.0
1677088195,4095.0,868.0,1509.0,25.3,33.0
1677088216,4095.0,911.0,1509.0,25.3,33.0
1677088237,4095.0,909.0,1484.0,25.3,33.0
1677088257,4095.0,917.0,1473.0,25.3,33.0
1677088279,4095.0,913.0,1510.0,25.3,33.0
1677088299,4095.0,921.0,1508.0,25.3,33.0
1677088319,4095.0,896.0,1475.0,25.3,33.0
1677088339,4095.0,911.0,1488.0,25.3,34.0
1677088360,4095.0,912.0,1495.0,25.3,34.0
1677088380,4095.0,902.0,1494.0,25.3,34.0
1677088400,4095.0,902.0,1437.0,25.3,33.0
1677088421,4095.0,910.0,1456.0,25.3,33.0
1677088441,4095.0,910.0,1456.0,25.6,33.0
1677088463,4095.0,909.0,1475.0,25.5,33.0
1677088483,4095.0,897.0,1478.0,25.3,33.0
1677088504,4095.0,898.0,1442.0,25.3,33.0
1677088524,4095.0,899.0,1476.0,25.3,33.0
1677088544,4095.0,912.0,1479.0,25.3,33.0
1677088565,4095.0,910.0,1447.0,25.3,33.0
1677088585,4095.0,908.0,1445.0,25.3,33.0
1677088606,4095.0,901.0,1427.0,25.3,33.0
1677088627,4095.0,907.0,1425.0,25.3,33.0
1677088648,4095.0,907.0,1425.0,25.3,33.0
1677088669,4095.0,912.0,1415.0,25.3,33.0
1677088689,4095.0,899.0,1451.0,25.3,33.0
